role,email_id,event_id,comments,ga_status
general_assembly,dweondc@xrea.com,62d3b9a1fc13ae55b70002d9,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",true
general_assembly,mduffins@multiply.com,62d3b99ffc13ae55b700017f,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,true
general_assembly,wnelthorpeu@t.co,62d3b9a0fc13ae55b7000248,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",true
general_assembly,bpoznanski2@bravesites.com,62d3b99ffc13ae55b70001a7,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,false
general_assembly,mduffins@multiply.com,62d3b9a0fc13ae55b70001d0,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,true
general_assembly,dweondc@xrea.com,62d3b99ffc13ae55b7000195,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,false
general_assembly,ehagleym@domainmarket.com,62d3b99ffc13ae55b7000159,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",true
general_assembly,dweondc@xrea.com,62d3b9a0fc13ae55b7000239,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,true
general_assembly,cpotier8@xrea.com,62d3b9a1fc13ae55b7000303,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",false
general_assembly,bpoznanski2@bravesites.com,62d3b9a1fc13ae55b7000297,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,false
general_assembly,hperef@simplemachines.org,62d3b9a0fc13ae55b7000207,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",false
general_assembly,mduffins@multiply.com,62d3b99ffc13ae55b7000182,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,false
general_assembly,croggersx@yale.edu,62d3b99ffc13ae55b7000165,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",true
general_assembly,mduffins@multiply.com,62d3b9a0fc13ae55b7000249,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,false
general_assembly,cpotier8@xrea.com,62d3b99ffc13ae55b7000181,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",true
general_assembly,dweondc@xrea.com,62d3b9a1fc13ae55b700032c,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",true
general_assembly,hperef@simplemachines.org,62d3b9a1fc13ae55b700032c,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",false
general_assembly,fcommingsb@issuu.com,62d3b99ffc13ae55b7000153,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",false
general_assembly,aowenson0@newsvine.com,62d3b9a0fc13ae55b700024c,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",false
general_assembly,aowenson0@newsvine.com,62d3b9a0fc13ae55b70001c8,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",true
general_assembly,mkirkbya@vkontakte.ru,62d3b9a0fc13ae55b7000233,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,true
general_assembly,mkirkbya@vkontakte.ru,62d3b9a0fc13ae55b700023f,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",false
general_assembly,hperef@simplemachines.org,62d3b99ffc13ae55b70001a1,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,true
general_assembly,aowenson0@newsvine.com,62d3b9a1fc13ae55b70002ec,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,true
general_assembly,dweondc@xrea.com,62d3b99ffc13ae55b70001a9,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",false
general_assembly,croggersx@yale.edu,62d3b9a0fc13ae55b70001ca,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",true
general_assembly,cpotier8@xrea.com,62d3b9a0fc13ae55b700021c,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",true
general_assembly,hperef@simplemachines.org,62d3b9a0fc13ae55b7000289,In congue. Etiam justo. Etiam pretium iaculis justo.,true
general_assembly,wnelthorpeu@t.co,62d3b9a0fc13ae55b70001c8,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",false
general_assembly,bpoznanski2@bravesites.com,62d3b9a1fc13ae55b7000316,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,false
general_assembly,mkirkbya@vkontakte.ru,62d3b9a0fc13ae55b70001c7,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,false
general_assembly,fcommingsb@issuu.com,62d3b99ffc13ae55b7000198,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,false
general_assembly,dweondc@xrea.com,62d3b99ffc13ae55b700016b,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,false
general_assembly,bpoznanski2@bravesites.com,62d3b9a1fc13ae55b70002d3,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",true
general_assembly,cpotier8@xrea.com,62d3b9a0fc13ae55b70001e1,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,true
general_assembly,mkirkbya@vkontakte.ru,62d3b9a0fc13ae55b70001f7,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",true
general_assembly,fcommingsb@issuu.com,62d3b9a1fc13ae55b70002be,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",false
general_assembly,mkirkbya@vkontakte.ru,62d3b99ffc13ae55b700017b,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,true
general_assembly,croggersx@yale.edu,62d3b9a1fc13ae55b700030a,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",true
general_assembly,ehagleym@domainmarket.com,62d3b9a0fc13ae55b700026b,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",true
general_assembly,cpotier8@xrea.com,62d3b99ffc13ae55b70001a2,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",false
general_assembly,fcommingsb@issuu.com,62d3b9a0fc13ae55b70001b4,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",true
general_assembly,aowenson0@newsvine.com,62d3b9a1fc13ae55b70002b0,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",true
general_assembly,mduffins@multiply.com,62d3b9a0fc13ae55b7000245,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",true
general_assembly,hperef@simplemachines.org,62d3b9a0fc13ae55b7000288,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",true
general_assembly,cpotier8@xrea.com,62d3b9a1fc13ae55b7000323,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",true
general_assembly,croggersx@yale.edu,62d3b9a0fc13ae55b7000216,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,false
general_assembly,wnelthorpeu@t.co,62d3b99ffc13ae55b7000167,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",false
general_assembly,mduffins@multiply.com,62d3b9a1fc13ae55b70002fe,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",false
general_assembly,wnelthorpeu@t.co,62d3b9a0fc13ae55b7000226,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",true
general_assembly,wnelthorpeu@t.co,62d3b9a1fc13ae55b70002ee,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",false
general_assembly,mkirkbya@vkontakte.ru,62d3b99ffc13ae55b7000170,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,true
general_assembly,bpoznanski2@bravesites.com,62d3b9a1fc13ae55b70002ed,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,false
general_assembly,cpotier8@xrea.com,62d3b99ffc13ae55b70001a5,Sed ante. Vivamus tortor. Duis mattis egestas metus.,false
general_assembly,dweondc@xrea.com,62d3b9a0fc13ae55b700028b,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",false
general_assembly,croggersx@yale.edu,62d3b9a0fc13ae55b7000208,In congue. Etiam justo. Etiam pretium iaculis justo.,false
general_assembly,fcommingsb@issuu.com,62d3b99ffc13ae55b700014f,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,true
general_assembly,ehagleym@domainmarket.com,62d3b9a0fc13ae55b7000262,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",true
general_assembly,fcommingsb@issuu.com,62d3b9a0fc13ae55b70001e2,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",true
general_assembly,bpoznanski2@bravesites.com,62d3b99ffc13ae55b700019b,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",false
general_assembly,aowenson0@newsvine.com,62d3b9a0fc13ae55b70001eb,Phasellus in felis. Donec semper sapien a libero. Nam dui.,false
general_assembly,fcommingsb@issuu.com,62d3b9a0fc13ae55b70001e1,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",true
general_assembly,dweondc@xrea.com,62d3b9a0fc13ae55b700021a,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",false
general_assembly,mduffins@multiply.com,62d3b9a0fc13ae55b70001e2,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,false
general_assembly,aowenson0@newsvine.com,62d3b99ffc13ae55b70001b0,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",false
